Unnamed: 0,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
110,"Audemars Piguet Royal Oak Perpetual Calendar
Openworked 41mm",Price on request,Audemars Piguet,Royal Oak Perpetual Calendar,26585CE.OO.1225CE.01,Automatic,Ceramic,Ceramic,2023,Unworn,Men's watch/Unisex,41 mm,unknown
111,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph 38mm",Price on request,Audemars Piguet,Royal Oak Chronograph,26715ST.OO.1356ST.01,Automatic,Steel,Steel,2023,Unworn,Men's watch/Unisex,38 mm,unknown
112,"Audemars Piguet Royal Oak Jumbo
Extra-thin ""50th Anniversary"" 39mm",Price on request,Audemars Piguet,Royal Oak Jumbo,16202OR.OO.1240OR.01,Automatic,Rose gold,Rose gold,2022,Unworn,Men's watch/Unisex,39 mm,unknown
113,"Audemars Piguet Royal Oak Jumbo
Extra-thin ""50th Anniversary"" 39mm",Price on request,Audemars Piguet,Royal Oak Jumbo,16202ST.OO.1240ST.01,Automatic,Steel,Steel,2022,Unworn,Men's watch/Unisex,39 mm,unknown
114,"Audemars Piguet Royal Oak Tourbillon
Flying Tourbillon Extra Thin (RD#3) ""50th Anniversary"" 37mm",Price on request,Audemars Piguet,Royal Oak Tourbillon,26660ST.OO.1356ST.01,Automatic,Steel,Steel,2022,Unworn,Men's watch/Unisex,37 mm,unknown
115,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph 41mm",Price on request,Audemars Piguet,Royal Oak Chronograph,26240OR.OO.1320OR.08,Automatic,Rose gold,Rose gold,2023,Unworn,Men's watch/Unisex,41 mm,unknown
116,"Audemars Piguet Royal Oak Lady
Quartz Special Edition 33mm",Price on request,Audemars Piguet,Royal Oak Lady,unknown,Quartz,White gold,White gold,2023,Unworn,Women's watch,33 mm,unknown
117,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph Special Edition 41mm",Price on request,Audemars Piguet,Royal Oak Chronograph,unknown,Automatic,White gold,White gold,2023,Unworn,Men's watch/Unisex,41 mm,unknown
118,"Audemars Piguet Royal Oak Perpetual Calendar
Blue Ceramic 41mm",Price on request,Audemars Piguet,Royal Oak Perpetual Calendar,26579CS.OO.1225CS.01,Automatic,Ceramic,Ceramic,2023,Unworn,Men's watch/Unisex,41 mm,unknown
119,"Audemars Piguet Royal Oak Selfwinding
""50th Anniversary"" 34mm",Price on request,Audemars Piguet,Royal Oak Selfwinding,77451OR.ZZ.1361OR.01,Automatic,Rose gold,Rose gold,2023,Unworn,Women's watch,34 mm,unknown
120,"Audemars Piguet Royal Oak Lady
33mm",Price on request,Audemars Piguet,Royal Oak Lady,67651ST.ZZ.1261ST.01,Quartz,Steel,Steel,2022,Unworn,Women's watch,33 mm,unknown
121,"Audemars Piguet Royal Oak Offshore Tourbillon Chronograph
Ltd Ed 26540ST",Price on request,Audemars Piguet,Royal Oak Offshore Tourbillon Chronograph,26540ST.OO.A027CA.01,unknown,unknown,unknown,2021 (Approximation),New,Men's watch/Unisex,unknown,unknown
122,"Audemars Piguet Royal Oak Lady
Selfwining Rose Gold Pink Dial Diamond 37mm",Price on request,Audemars Piguet,Royal Oak Lady,15451OR.ZZ.1256OR.03,Automatic,Rose gold,Rose gold,2022,Unworn,Women's watch,37 mm,unknown
123,"Audemars Piguet Code 11.59
Selfwinding Chronograph 41mm",Price on request,Audemars Piguet,Code 11.59,26393OR.OO.A616CR.01,Automatic,Rose gold,Crocodile skin,2022,Unworn,Men's watch/Unisex,41 mm,unknown
124,"Audemars Piguet Royal Oak Lady
33mm",Price on request,Audemars Piguet,Royal Oak Lady,67650ST.OO.1261ST.01,Quartz,Steel,Steel,2022,Unworn,Women's watch,33 mm,unknown
125,"Audemars Piguet Royal Oak Chronograph
26022BC.OO.D002CR.01",Price on request,Audemars Piguet,Royal Oak Chronograph,26022BC.OO.D002CR.01,unknown,unknown,unknown,Unknown,Good,Men's watch/Unisex,39 x 41 mm,unknown
126,"Audemars Piguet Code 11.59
Tourbillon Openworked Skeleton 26600OR",Price on request,Audemars Piguet,Code 11.59,26600OR.OO.D002CR.01,unknown,unknown,unknown,2020 (Approximation),New,Men's watch/Unisex,41 mm,unknown
127,"Audemars Piguet Royal Oak Concept
TOURBILLON TITANIUM",Price on request,Audemars Piguet,Royal Oak Concept,26223TI.OO.D099CR.01,unknown,unknown,unknown,2016 (Approximation),Very good,Men's watch/Unisex,unknown,unknown
128,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph ""50th Anniversary"" 41mm",Price on request,Audemars Piguet,Royal Oak Chronograph,26240OR.OO.1320OR.01,Automatic,Rose gold,Rose gold,2022,Unworn,Men's watch/Unisex,41 mm,unknown
129,"Audemars Piguet Royal Oak Selfwinding
""50th Anniversary"" 37mm",Price on request,Audemars Piguet,Royal Oak Selfwinding,15551OR.ZZ.1356OR.01,Automatic,Rose gold,Rose gold,2022,Unworn,Men's watch/Unisex,37 mm,unknown
130,"Audemars Piguet Royal Oak Selfwinding
41mm",Price on request,Audemars Piguet,Royal Oak Selfwinding,15500ST.OO.1220ST.03,Automatic,Steel,Steel,2022,Unworn,Men's watch/Unisex,41 mm,unknown
131,"Audemars Piguet Code 11.59
Selfwinding Flying Tourbillon 41mm",Price on request,Audemars Piguet,Code 11.59,26396OR.OO.D002CR.02,Automatic,Rose gold,Crocodile skin,2022,Unworn,Men's watch/Unisex,41 mm,unknown
132,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph ""50th Anniversary"" 41mm",Price on request,Audemars Piguet,Royal Oak Chronograph,26240OR.OO.1320OR.02,Automatic,Rose gold,Rose gold,2022,Unworn,Men's watch/Unisex,41 mm,unknown
133,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph 41mm",Price on request,Audemars Piguet,Royal Oak Chronograph,26331OR.OO.1220OR.02,Automatic,Rose gold,Rose gold,2021,Unworn,Men's watch/Unisex,41 mm,unknown
134,"Audemars Piguet Royal Oak Selfwinding
""50th Anniversary"" 37mm",Price on request,Audemars Piguet,Royal Oak Selfwinding,15550SR.OO.1356SR.01,Automatic,Steel,Gold/Steel,2022,Unworn,Women's watch,37 mm,unknown
135,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph 41mm",Price on request,Audemars Piguet,Royal Oak Chronograph,26331BA.OO.1220BA.01,Automatic,Yellow gold,Yellow gold,Unknown,Unworn,Men's watch/Unisex,41 mm,unknown
136,"Audemars Piguet Code 11.59
Selfwinding Chronograph 41mm",Price on request,Audemars Piguet,Code 11.59,26393CR.OO.A002CR.01,Automatic,White gold,Crocodile skin,2021,Unworn,Men's watch/Unisex,41 mm,unknown
137,"Audemars Piguet Code 11.59
Chronograph 26393OR.OO.A028CR.01",Price on request,Audemars Piguet,Code 11.59,26393OR.OO.A028CR.01,unknown,unknown,unknown,2021,Unworn,Men's watch/Unisex,41 mm,unknown
138,"Audemars Piguet Royal Oak Offshore
26040ST.OO.D002CA.01","$20,544",Audemars Piguet,Royal Oak Offshore,26040ST.OO.D002CA.01,Automatic,Steel,Rubber,Unknown,Good,unknown,44 mm,unknown
139,"Audemars Piguet Royal Oak Offshore Chronograph
Selfwinding Chronograph 44mm",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26400IO.OO.A004CA.02,Automatic,Titanium,Rubber,2022,Unworn,Men's watch/Unisex,44 mm,unknown
140,"Audemars Piguet Royal Oak Selfwinding
37mm",Price on request,Audemars Piguet,Royal Oak Selfwinding,15450SR.OO.1256SR.01,Automatic,Gold/Steel,Gold/Steel,2021,Unworn,Men's watch/Unisex,37 mm,unknown
141,"Audemars Piguet Royal Oak Offshore Chronograph
BV Limited Edition 5 Dlc - Pvd","$37,710",Audemars Piguet,Royal Oak Offshore Chronograph,unknown,Automatic,Steel,Rubber,Unknown,Unworn,unknown,42 mm,unknown
142,"Audemars Piguet Royal Oak Offshore Chronograph
BV Limited Edition 5 Dlc - Pvd","$37,710",Audemars Piguet,Royal Oak Offshore Chronograph,unknown,Automatic,Steel,Rubber,Unknown,Unworn,unknown,42 mm,unknown
143,"Audemars Piguet Royal Oak Offshore Chronograph
BV Limited Edition 5 Dlc - Pvd","$37,710",Audemars Piguet,Royal Oak Offshore Chronograph,unknown,Automatic,Steel,Rubber,Unknown,Unworn,unknown,42 mm,unknown
144,"Audemars Piguet Royal Oak Offshore Chronograph
BV Limited Edition 10 Dlc - Pvd","$44,802",Audemars Piguet,Royal Oak Offshore Chronograph,26470,Automatic,Steel,Leather,Unknown,Unworn,unknown,42 mm,unknown
145,"Audemars Piguet Royal Oak Chronograph
25860ST","$40,054",Audemars Piguet,Royal Oak Chronograph,25860ST,Automatic,Steel,Steel,2006,Very good,unknown,39 mm,unknown
146,"Audemars Piguet Royal Oak Offshore Chronograph
BV Limited Edition 10 Dlc - Pvd","$44,802",Audemars Piguet,Royal Oak Offshore Chronograph,26470,Automatic,Steel,Leather,Unknown,Unworn,unknown,42 mm,unknown
147,"Audemars Piguet Royal Oak Offshore Chronograph
BV Limited Edition 5 Dlc - Pvd","$37,710",Audemars Piguet,Royal Oak Offshore Chronograph,unknown,Automatic,Steel,Rubber,Unknown,Unworn,unknown,42 mm,unknown
148,"Audemars Piguet Royal Oak Offshore Chronograph
BV Limited Edition 5 Dlc - Pvd","$37,710",Audemars Piguet,Royal Oak Offshore Chronograph,unknown,Automatic,Steel,Rubber,Unknown,Unworn,unknown,42 mm,unknown
149,"Audemars Piguet Royal Oak Offshore Chronograph
BV Limited Edition 5 Dlc - Pvd","$37,710",Audemars Piguet,Royal Oak Offshore Chronograph,unknown,Automatic,Steel,Rubber,Unknown,Unworn,unknown,42 mm,unknown
150,"Audemars Piguet Royal Oak Offshore Chronograph
BV Limited Edition 10 Dlc - Pvd","$44,802",Audemars Piguet,Royal Oak Offshore Chronograph,26470,Automatic,Steel,Leather,Unknown,Unworn,unknown,42 mm,unknown
151,"Audemars Piguet Royal Oak Offshore Chronograph
BV Limited Edition 5 Dlc - Pvd","$37,710",Audemars Piguet,Royal Oak Offshore Chronograph,unknown,Automatic,Steel,Rubber,Unknown,Unworn,unknown,42 mm,unknown
152,"Audemars Piguet Royal Oak Chronograph
Black Dial - BV Limited Edition 10 Dlc - Pvd","$71,042",Audemars Piguet,Royal Oak Chronograph,26331ST,Automatic,Steel,Steel,Unknown,Unworn,unknown,41 mm,unknown
153,"Audemars Piguet Royal Oak Offshore Chronograph
Black&White - BV Limited Edition 5 Dlc - Pvd","$44,802",Audemars Piguet,Royal Oak Offshore Chronograph,26470,Automatic,Steel,Leather,Unknown,Unworn,unknown,42 mm,unknown
154,"Audemars Piguet Jules Audemars
Minute Repeater 26590PT.OO.D028CR.01",Price on request,Audemars Piguet,Jules Audemars,unknown,unknown,unknown,unknown,Unknown,Good,Men's watch/Unisex,43 mm,unknown
155,"Audemars Piguet Royal Oak Offshore Chronograph
 Japan Boutique Limited Edition 44mm",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,unknown,Automatic,Ceramic,Rubber,2022,Unworn,Men's watch/Unisex,44 mm,unknown
156,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph 41mm",Price on request,Audemars Piguet,Royal Oak Chronograph,26239OR.OO.1220OR.01,Automatic,Rose gold,Rose gold,2022,Unworn,Men's watch/Unisex,41 mm,unknown
157,"Audemars Piguet Royal Oak
Carolina Bucci Black Ceramic with Rainbow Dial 77350CE.OO.1266CE.02.A","$95,294",Audemars Piguet,Royal Oak,77350CE.OO.1266CE.02.A,unknown,unknown,unknown,2023,New,Women's watch,34 mm,unknown
158,"Audemars Piguet Royal Oak Chronograph
Frosted Yellow Gold 26240BA.GG.1324BA.01","$180,000",Audemars Piguet,Royal Oak Chronograph,26240BA.GG.1324BA.01,unknown,unknown,unknown,2022,New,Men's watch/Unisex,41 mm,unknown
159,"Audemars Piguet Royal Oak Jumbo
50th Anniversary 16202ST.OO.1240ST.01","$97,000",Audemars Piguet,Royal Oak Jumbo,16202ST.OO.1240ST.01,unknown,unknown,unknown,2022,New,Men's watch/Unisex,39 mm,unknown
160,"Audemars Piguet Royal Oak Offshore Chronograph
25770ST/O/0001KE/01","$23,823",Audemars Piguet,Royal Oak Offshore Chronograph,unknown,unknown,unknown,unknown,2002,Good,Men's watch/Unisex,42 mm,unknown
161,"Audemars Piguet Royal Oak Offshore Chronograph
Perpetual 25854TI.OO.1150TI.01","$65,514",Audemars Piguet,Royal Oak Offshore Chronograph,25854TI.OO.1150TI.01,unknown,unknown,unknown,2004,Very good,Men's watch/Unisex,44 mm,unknown
162,"Audemars Piguet Royal Oak Day-Date
25572ST","$41,691",Audemars Piguet,Royal Oak Day-Date,25572ST.OO.0789ST.01,unknown,unknown,unknown,1994,Good,Men's watch/Unisex,36 mm,unknown
163,"Audemars Piguet Royal Oak Jumbo
""Jumbo"" Extra-Thin Titanium & Platinum 15202IP","$175,000",Audemars Piguet,Royal Oak Jumbo,15202IP.OO.1240IP.01,unknown,unknown,unknown,2018,Unworn,Men's watch/Unisex,39 mm,unknown
164,"Audemars Piguet Royal Oak Chronograph
26331ST.OO.1220ST.01","$56,000",Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.01,unknown,unknown,unknown,2021 (Approximation),Unworn,Men's watch/Unisex,41 mm,unknown
165,"Audemars Piguet Royal Oak Offshore Chronograph
Montoya | 26030RO","$52,500",Audemars Piguet,Royal Oak Offshore Chronograph,26030RO.OO.D001IN.01,unknown,unknown,unknown,Unknown,Good,Men's watch/Unisex,45 mm,unknown
166,"Audemars Piguet Royal Oak Jumbo
Extra-Thin in Steel with Blue Dial 15202ST","$125,073",Audemars Piguet,Royal Oak Jumbo,15202ST.OO.1240ST.01,unknown,unknown,unknown,2020,Unworn,Men's watch/Unisex,39 mm,unknown
167,"Audemars Piguet Royal Oak Concept
Black Panther Flying Tourbillon 26620IO.OO.D077CA.01","$409,000",Audemars Piguet,Royal Oak Concept,26620IO.OO.D077CA.01,unknown,unknown,unknown,2021,Unworn,Men's watch/Unisex,42 mm,unknown
168,"Audemars Piguet Royal Oak Chronograph
25960OR.OO.1185OR.01","$68,500",Audemars Piguet,Royal Oak Chronograph,25960OR.OO.1185OR.01,unknown,unknown,unknown,Unknown,Good,Women's watch,39 mm,unknown
169,"Audemars Piguet Royal Oak Jumbo
""Jubilee"" 14802ST.OO.0944ST.01","$114,769",Audemars Piguet,Royal Oak Jumbo,unknown,unknown,unknown,unknown,1994,Good,Men's watch/Unisex,39 mm,unknown
170,"Audemars Piguet Code 11.59
15210BC.OO.A500KB.01","$29,500",Audemars Piguet,Code 11.59,15210BC.OO.A500KB.01,unknown,unknown,unknown,2021,Unworn,Men's watch/Unisex,41 mm,unknown
171,"Audemars Piguet Royal Oak
""50th Anniversary"" Green Dial 15510ST.OO.1320ST.04","$62,000",Audemars Piguet,Royal Oak,15510ST.OO.1320ST.04,unknown,unknown,unknown,2022,New,Men's watch/Unisex,41 mm,unknown
172,"Audemars Piguet Royal Oak Perpetual Calendar
Ulta-Thin RD2 26586IP","$225,000",Audemars Piguet,Royal Oak Perpetual Calendar,26586IP.OO.1240IP.01,unknown,unknown,unknown,2020 (Approximation),Unworn,Men's watch/Unisex,41 mm,unknown
173,"Audemars Piguet Millenary Ladies
with Diamonds 77247OR.ZZ.A812CR.01","$24,000",Audemars Piguet,Millenary Ladies,77247OR.ZZ.A812CR.01,unknown,unknown,unknown,Unknown,New,Women's watch,39.5 x 35.4 mm,unknown
174,"Audemars Piguet Royal Oak Offshore Chronograph
Michael Schumacher Titanium 26568IM","$57,000",Audemars Piguet,Royal Oak Offshore Chronograph,26568IM.OO.A004CA.01,unknown,unknown,unknown,2013,Very good,Men's watch/Unisex,44 mm,unknown
175,"Audemars Piguet Royal Oak Selfwinding
15400st.oo.1220st.01","$77,426",Audemars Piguet,Royal Oak Selfwinding,15400st.oo.1220st.01,unknown,unknown,unknown,2013,Unworn,Men's watch/Unisex,41 mm,unknown
176,"Audemars Piguet Royal Oak Perpetual Calendar
in Black Ceramic - 26579CE","$225,000",Audemars Piguet,Royal Oak Perpetual Calendar,26579CE.OO.1225CE.01,unknown,unknown,unknown,2019 (Approximation),Unworn,Men's watch/Unisex,41 mm,unknown
177,"Audemars Piguet Royal Oak Chronograph
Black Ceramic ""50th Anniversary"" 26240CE.OO.1225CE.01","$177,892",Audemars Piguet,Royal Oak Chronograph,26240CE.OO.1225CE.01,unknown,unknown,unknown,2023 (Approximation),New,Men's watch/Unisex,41 mm,unknown
178,"Audemars Piguet Royal Oak Offshore Tourbillon Chronograph
Platinum","$155,000",Audemars Piguet,Royal Oak Offshore Tourbillon Chronograph,26388PO.OO.D027CA.01,unknown,unknown,unknown,2016 (Approximation),Unworn,Men's watch/Unisex,44 mm,unknown
179,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph 26715OR.OO.1356OR.01","$160,808",Audemars Piguet,Royal Oak Chronograph,26715OR.OO.1356OR.01,unknown,unknown,unknown,2022 (Approximation),Unworn,Men's watch/Unisex,38 mm,unknown
180,"Audemars Piguet Royal Oak Offshore Tourbillon Chronograph
26622TI.GG.D002CA.01 Limited to 100 pcs","$320,000",Audemars Piguet,Royal Oak Offshore Tourbillon Chronograph,26622TI.GG.D002CA.01,unknown,unknown,unknown,2022,New,Men's watch/Unisex,43 mm,unknown
181,"Audemars Piguet Royal Oak Tourbillon
Extra-Thin Tourbillon Rose Gold & Blue Dial","$230,000",Audemars Piguet,Royal Oak Tourbillon,26510OR.OO.1220OR.01,unknown,unknown,unknown,2018,New,Men's watch/Unisex,41 mm,unknown
182,"Audemars Piguet Royal Oak Jumbo
Extra-Thin | (15202) Platinum","$240,000",Audemars Piguet,Royal Oak Jumbo,15206PT.OO.1240PT.01,unknown,unknown,unknown,2020 (Approximation),Unworn,Men's watch/Unisex,39 mm,unknown
183,"Audemars Piguet Royal Oak Lady
Black Dial with Diamonds 15451ST.ZZ.1256ST.01","$38,500",Audemars Piguet,Royal Oak Lady,15451ST.ZZ.1256ST.01,unknown,unknown,unknown,2013,Unworn,Women's watch,37 mm,unknown
184,"Audemars Piguet Royal Oak Offshore Chronograph
Rubens Barrichello Ltd Ed","$95,000",Audemars Piguet,Royal Oak Offshore Chronograph,26078PO.OO.D018CR.01,unknown,unknown,unknown,2007,Good,Men's watch/Unisex,unknown,unknown
185,"Audemars Piguet Code 11.59
Perpetual Calendar","$85,000",Audemars Piguet,Code 11.59,26394OR.OO.D321CR.01,unknown,unknown,unknown,2021 (Approximation),New,Men's watch/Unisex,41 mm,unknown
186,"Audemars Piguet Royal Oak Dual Time
26120ST.OO.1220ST.01","$54,794",Audemars Piguet,Royal Oak Dual Time,26120ST.OO.1220ST.01,unknown,unknown,unknown,2007,Fair,Men's watch/Unisex,39 mm,unknown
187,"Audemars Piguet Royal Oak Offshore Tourbillon Chronograph
26540OR","$205,000",Audemars Piguet,Royal Oak Offshore Tourbillon Chronograph,26540OR.OO.A010CA.01,unknown,unknown,unknown,2020,New,Men's watch/Unisex,44 mm,unknown
188,"Audemars Piguet Royal Oak Perpetual Calendar
Salmon Dial 26615TI.OO.1220TI.01","$190,000",Audemars Piguet,Royal Oak Perpetual Calendar,26615TI.OO.1220TI.01,unknown,unknown,unknown,2021,Unworn,Men's watch/Unisex,41 mm,unknown
189,"Audemars Piguet Jules Audemars
CHRONOMETER WITH AUDEMARS PIGUET ESCAPEMENT","$105,000",Audemars Piguet,Jules Audemars,26153OR.OO.D088CR.01,unknown,unknown,unknown,2019,New,Men's watch/Unisex,unknown,unknown
190,"Audemars Piguet Royal Oak Tourbillon
Extra-Thin Tourbillon","$155,000",Audemars Piguet,Royal Oak Tourbillon,26510ST.OO.1220ST.01,unknown,unknown,unknown,2016,Very good,Men's watch/Unisex,41 mm,unknown
191,"Audemars Piguet Royal Oak
41mm in Steel & Blue Dial - 15500ST","$106,014",Audemars Piguet,Royal Oak,15500ST.OO.1220ST.01,unknown,unknown,unknown,2019,Unworn,Men's watch/Unisex,41 mm,unknown
192,"Audemars Piguet Royal Oak
Openworked | 15416CE.OO.1225CE.01 Black ceramic","$315,660",Audemars Piguet,Royal Oak,15416CE.OO.1225CE.01,unknown,unknown,unknown,2020,New,Men's watch/Unisex,41 mm,unknown
193,"Audemars Piguet Code 11.59
Flying Tourbillon 26396BC.OO.D321CR.01","$131,029",Audemars Piguet,Code 11.59,26396BC.OO.D321CR.01,unknown,unknown,unknown,2019,Very good,Men's watch/Unisex,41 mm,unknown
194,"Audemars Piguet Royal Oak Offshore Diver
15703ST.OO.A002CA.01","$28,588",Audemars Piguet,Royal Oak Offshore Diver,15703ST.OO.A002CA.01,unknown,unknown,unknown,Unknown,Unworn,Men's watch/Unisex,42 x 55 mm,unknown
195,"Audemars Piguet Royal Oak Concept
Tourbillon Rose Gold Ceramic 26223RO",Price on request,Audemars Piguet,Royal Oak Concept,26223RO.OO.D010CA.01,unknown,unknown,unknown,2017 (Approximation),Very good,Men's watch/Unisex,44 mm,unknown
196,"Audemars Piguet Royal Oak
with Diamonds 4287BC",Price on request,Audemars Piguet,Royal Oak,unknown,unknown,unknown,unknown,1986,Unworn,Men's watch/Unisex,37 mm,unknown
197,"Audemars Piguet Royal Oak Selfwinding
34mm",Price on request,Audemars Piguet,Royal Oak Selfwinding,77350SR.OO.1261SR.01,Automatic,Gold/Steel,Gold/Steel,2022,Unworn,Women's watch,34 mm,unknown
198,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph ""50th Anniversary"" 41mm",Price on request,Audemars Piguet,Royal Oak Chronograph,26240OR.OO.1320OR.03,Automatic,Rose gold,Rose gold,2022,Unworn,Men's watch/Unisex,41 mm,unknown
199,"Audemars Piguet Royal Oak Offshore
Rubens Barrichello 26071IK.OO.D002CA.01","$59,559",Audemars Piguet,Royal Oak Offshore,26071IK.OO.D002CA.01,unknown,unknown,unknown,2006,Unworn,Men's watch/Unisex,42 mm,unknown
200,"Audemars Piguet Royal Oak Offshore Chronograph
42mm",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26470ST.OO.A099CR.01,Automatic,Steel,Crocodile skin,2022,Unworn,Men's watch/Unisex,42 mm,unknown
201,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph 41mm",Price on request,Audemars Piguet,Royal Oak Chronograph,26242OR.ZZ.1322OR.02,Automatic,Rose gold,Rose gold,2023,Unworn,Men's watch/Unisex,41 mm,unknown
202,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph 41mm",Price on request,Audemars Piguet,Royal Oak Chronograph,26239OR.OO.1220OR.02,Automatic,Rose gold,Rose gold,2022,Unworn,Men's watch/Unisex,41 mm,unknown
203,"Audemars Piguet Millenary
Tourbillon Calcédoine Diamonds 26345OR.OO.ZZ.D080GA.01",Price on request,Audemars Piguet,Millenary,unknown,unknown,unknown,unknown,2010,Unworn,Women's watch,45 mm,unknown
204,"Audemars Piguet Royal Oak Selfwinding
34mm",Price on request,Audemars Piguet,Royal Oak Selfwinding,77351ST.ZZ.1261ST.01,Automatic,Steel,Steel,2022,Unworn,Women's watch,34 mm,unknown
